Date,Open,High,Low,Close,AdjClose,Volume,Change
2020-06-08,132.270004,135.880005,132.270004,135.75,125.753258,5370469,0.026309789784235583
2020-06-09,133.520004,133.600006,131.020004,131.869995,122.158966,5393644,-0.012357766256507986
2020-06-10,132.149994,132.229996,129.800003,129.869995,120.306236,4734835,-0.017253114669078258
2020-06-11,126.029999,126.099998,117.835197,118.010002,109.319641,11763629,-0.06363561900845531
2020-06-12,121.25,123.120003,119.279999,121.910004,112.932434,6220327,0.005443331958762892
2020-06-15,119.190002,122.366997,118.290001,121.650002,112.691582,5151240,0.020639315032480607
2020-06-16,125.0,127.500000,123.160004,125.150002,115.933838,5609087,0.0012000160000000051
2020-06-17,125.830002,126.250000,123.400002,124.150002,115.007477,3156836,-0.013351346843338623
2020-06-18,123.0,124.400002,122.330002,124.160004,115.016754,2865362,0.009430926829268299
2020-06-19,126.169998,126.820000,122.250000,122.470001,113.451195,8092354,-0.029325489883894666
2020-06-22,122.120003,122.500000,120.529999,121.07,112.154297,4773499,-0.008598124584061825
2020-06-23,122.010002,122.900002,119.230003,119.410004,110.616531,6632605,-0.02130971196935149
2020-06-24,118.32,118.320000,115.879997,116.419998,107.846725,6750990,-0.016058164300202727
2020-06-25,116.760002,119.209999,116.099998,119.029999,110.264519,6130626,0.019441563558726244
2020-06-26,118.260002,118.989998,116.260002,117.190002,108.560020,10750107,-0.009047860493017692
2020-06-29,117.980003,119.779999,117.370003,119.75,110.931496,4159488,0.015002516994341861
2020-06-30,119.190002,121.199997,119.000000,120.769997,111.876381,3919469,0.013256103477538297
2020-07-01,120.269997,121.224998,118.370003,118.540001,109.810608,4655765,-0.0143842690874932
2020-07-02,119.690002,121.419998,119.260002,119.699997,110.885170,3746958,8.350739270594479e-05
2020-07-06,121.25,121.849998,119.459999,120.190002,111.339104,4045439,-0.008742251546391695
2020-07-07,119.0,119.510002,117.330002,117.580002,108.921295,4278307,-0.011932756302521065
2020-07-08,118.059998,118.639999,116.480003,117.709999,109.041725,5192806,-0.0029645858540502164
2020-07-09,118.0,118.000000,115.199997,115.709999,107.188995,4762991,-0.019406788135593253
2020-07-10,115.5,118.569901,115.290001,118.349998,109.634598,4285705,0.024675307359307355
2020-07-13,119.779999,120.989998,118.660004,119.199997,110.422005,4650651,-0.004842227457357112
2020-07-14,118.620003,120.889999,117.919998,120.599998,111.718887,4534397,0.016691914937820414
2020-07-15,122.400002,123.959999,122.150002,123.0,113.942169,4473400,0.004901944364347309
2020-07-16,122.68,124.480003,122.160004,124.010002,114.877785,4330917,0.01084122921421579
2020-07-17,124.389999,125.629997,123.199997,125.110001,115.896782,3988460,0.005788262768616903
2020-07-20,126.07,127.070000,125.139999,126.370003,117.063995,9927668,0.002379654160387117
2020-07-21,131.160004,132.169998,125.800003,126.059998,116.776817,15364948,-0.03888385059823568
2020-07-22,125.900002,129.470001,125.800003,128.669998,119.194618,8195366,0.022001556441595543
2020-07-23,129.100006,129.369995,127.150002,127.330002,117.953300,4220136,-0.013710332437939734
2020-07-24,126.480003,127.645897,125.500000,125.790001,116.526711,3531076,-0.005455423653018041
2020-07-27,124.860001,126.320000,124.709999,126.209999,116.915771,3733547,0.010812093458176405
2020-07-28,125.82,126.339996,124.150002,124.470001,115.303909,4178176,-0.01072960578604353
2020-07-29,124.559998,125.989998,124.070000,125.32,116.091316,2833141,0.0061014933542307866
2020-07-30,123.709999,123.904602,121.639999,122.900002,113.849533,3988062,-0.00654754673468226
2020-07-31,122.709999,122.989998,121.089996,122.940002,113.886597,5277652,0.0018743623329343408
2020-08-03,123.5,124.410004,122.150002,124.309998,115.155685,3526574,0.006558688259109256
2020-08-04,123.82,125.860001,123.820000,125.839996,116.573006,3431366,0.016313971894685884
2020-08-05,126.730003,126.750000,124.610001,125.449997,116.211746,3675400,-0.010100260157020593
2020-08-06,125.0,126.260002,125.000000,126.120003,116.832405,3417131,0.008960023999999976
2020-08-07,123.5,125.070000,123.209999,124.959999,117.273499,3651226,0.011821854251012115
2020-08-10,125.419998,127.239998,125.184898,127.110001,119.291245,3968295,0.013474749058758477
2020-08-11,128.759995,130.470001,126.610001,126.75,118.953377,5001176,-0.015610399798477807
2020-08-12,127.610001,127.790001,125.875999,126.699997,118.906464,3530177,-0.007131133867791449
2020-08-13,125.959999,126.389999,124.769997,125.029999,117.339180,3171258,-0.007383296343150913
2020-08-14,124.199997,125.559998,123.910004,125.269997,117.564430,2963753,0.008615137084101599
2020-08-17,125.25,125.589996,124.410004,124.440002,116.785477,3360064,-0.006467049900199546
2020-08-18,125.0,125.500000,124.239998,124.919998,117.235947,2882355,-0.000640015999999946
2020-08-19,124.830002,125.500000,123.500000,123.839996,116.222382,3743949,-0.007930833807084245
2020-08-20,123.199997,124.040001,122.809998,123.150002,115.574837,2561164,-0.0004058035813101162
2020-08-21,123.010002,123.484200,122.309998,123.160004,115.584213,3385051,0.0012194292948633611
2020-08-24,123.790001,126.059998,123.360001,125.68,117.949211,4070816,0.01526778402724145
2020-08-25,126.0,126.820000,124.489998,124.639999,116.973167,2977697,-0.010793658730158705
2020-08-26,124.949997,125.120003,123.949997,124.169998,116.532089,3388687,-0.006242489145477846
2020-08-27,124.599998,125.099998,123.980003,124.650002,116.982567,3422654,0.00040131621831969265
2020-08-28,124.959999,125.300003,124.218697,125.07,117.376724,3099940,0.0008802896997462116
2020-08-31,125.25,125.250000,123.029999,123.309998,115.724983,4827879,-0.015489037924151752
2020-09-01,122.849998,123.949997,122.150002,123.400002,115.809464,3155623,0.004477037109923285
2020-09-02,123.720001,128.699997,123.574997,128.179993,120.295425,6592430,0.03604907827312417
2020-09-03,128.190002,129.949997,123.650002,124.449997,116.794868,5716750,-0.029175481251650162
2020-09-04,124.349998,125.349998,121.239998,122.300003,114.777122,6018238,-0.01648568583008739
2020-09-08,122.160004,122.870003,120.709999,121.209999,113.754166,5210292,-0.007776726988319388
2020-09-09,122.129997,123.699997,121.290001,122.260002,114.739571,3770678,0.0010644804977764557
2020-09-10,122.529999,123.576401,120.239998,120.559998,113.144142,3978805,-0.01607770355078523
2020-09-11,121.389999,122.699997,120.730003,121.459999,113.988792,3548091,0.0005766537653566764
2020-09-14,122.360001,123.379997,121.760002,122.089996,114.580032,3641887,-0.0022066443101777813
2020-09-15,122.82,123.400002,122.239998,122.440002,114.908501,2915221,-0.0030939423546652526
2020-09-16,122.709999,125.820000,122.709999,124.220001,116.579018,3789458,0.012305451978693278
2020-09-17,122.620003,125.550003,121.970001,124.919998,117.235947,3171262,0.018757094631615772
2020-09-18,124.260002,124.919998,122.650002,122.760002,115.208817,5391570,-0.012071462867029408
2020-09-21,120.480003,120.699997,118.580002,120.25,112.853210,5311441,-0.0019090553973508484
2020-09-22,120.330002,121.449997,119.529999,120.510002,113.097229,2957809,0.0014958862877772314
2020-09-23,120.800003,121.589996,118.430000,118.830002,111.520561,3939398,-0.016307954893014454
2020-09-24,118.099998,119.514999,116.480003,118.089996,110.826080,3546160,-8.46909413156812e-05
2020-09-25,117.599998,119.410004,116.940002,118.949997,111.633179,2953686,0.011479583528564319
2020-09-28,120.57,122.330002,120.410004,121.730003,114.242180,3509576,0.00962099195488101
2020-09-29,121.410004,122.185799,120.209999,120.940002,113.500771,2130564,-0.0038711966437295713
2020-09-30,121.379997,122.910004,120.800003,121.669998,114.185867,3261235,0.00238919926814633
2020-10-01,122.360001,123.300003,120.355003,121.089996,113.641548,3211661,-0.010379249669996305
2020-10-02,119.040001,121.750000,118.820000,120.57,113.153534,2925228,0.012852814072136889
2020-10-05,121.839996,122.750000,121.050003,122.010002,114.504951,3050949,0.0013953217792292178
2020-10-06,122.580002,124.830002,121.589996,121.970001,114.467407,3872265,-0.004976350057491408
2020-10-07,122.669998,124.389999,122.320000,124.07,116.438240,2815663,0.011412749839614298
2020-10-08,130.860001,135.500000,129.770004,131.490005,123.401817,25288926,0.004814335894739794
2020-10-09,132.0,132.000000,127.599998,127.790001,119.929413,8353704,-0.03189393181818179
2020-10-12,128.070007,128.250000,126.440002,127.209999,119.385094,4635115,-0.006715139790692817
2020-10-13,126.57,127.150002,124.459999,125.099998,117.404877,5406088,-0.011614142371810018
2020-10-14,125.129997,126.940002,125.129997,125.940002,118.193214,3730139,0.006473307915127688
2020-10-15,124.080002,125.214996,123.849998,124.889999,117.207794,3389301,0.006528022138491019
2020-10-16,125.169998,126.430000,124.654999,125.93,118.183830,4714320,0.006071758505580547
2020-10-19,126.800003,127.349998,125.080002,125.519997,117.799042,7478735,-0.010094684303753527
2020-10-20,119.800003,120.150002,116.839996,117.370003,110.150375,21501073,-0.02028380583596485
2020-10-21,116.660004,117.689903,114.790001,115.059998,107.982452,9755308,-0.013715120393789868
2020-10-22,115.0,116.059998,112.980003,115.760002,108.639404,7858158,0.006608713043478261
2020-10-23,116.5,116.620003,115.529999,116.0,108.864632,3893362,-0.004291845493562232
2020-10-26,114.449997,114.900002,111.839996,112.220001,105.317154,7203366,-0.019484456605097157
2020-10-27,112.150002,112.220001,110.029999,110.559998,103.759262,5936106,-0.014177476341016985
2020-10-28,108.660004,109.730003,105.919998,106.650002,100.089775,9427321,-0.018498085091180377
2020-10-29,107.25,109.639999,106.550003,108.910004,102.210754,6760241,0.01547789277389278
2020-10-30,107.900002,111.800003,107.750000,111.660004,104.791603,7923882,0.034847098519979636
2020-11-02,112.650002,113.826500,112.250000,112.910004,105.964706,5311497,0.0023080514459289585
2020-11-03,114.0,115.650002,113.629997,114.160004,107.137817,4204287,0.001403543859649129
2020-11-04,112.330002,113.910004,111.160004,111.900002,105.016838,5800071,-0.00382800669762289
2020-11-05,113.300003,115.290001,113.010002,114.769997,107.710297,4902206,0.012974350936248429
2020-11-06,115.080002,115.099998,113.389999,114.040001,107.025200,5249171,-0.009037200051491045
2020-11-09,117.879997,119.739998,115.269997,115.529999,109.995743,8992152,-0.01993551119618708
2020-11-10,116.690002,118.169998,116.250000,117.910004,112.261742,5622756,0.010455068807008793
2020-11-11,118.120003,118.349998,116.220001,117.199997,111.585739,4289601,-0.007788740066320527
2020-11-12,115.629997,116.370003,113.480003,114.5,109.015083,6500799,-0.0097725246849224
2020-11-13,115.190002,117.370003,115.010002,116.849998,111.252518,4683512,0.014410938199306502
2020-11-16,118.300003,118.550003,117.120003,118.360001,112.690186,5293385,0.000507168203537519
2020-11-17,117.599998,118.540001,117.070000,117.699997,112.061798,4134455,0.0008503316471144569
2020-11-18,117.720001,118.879997,116.750000,116.769997,111.176346,4606828,-0.008070030512486937
2020-11-19,116.540001,117.449997,115.889999,117.18,111.566704,3439648,0.005491668049668226
2020-11-20,117.599998,118.040001,116.690002,116.940002,111.338203,5024593,-0.005612210979799442
2020-11-23,117.43,120.514999,117.269997,120.089996,114.337311,5655119,0.022651758494422143
2020-11-24,120.860001,124.730003,120.805000,124.419998,118.459885,7759006,0.02945554336045397
2020-11-25,122.93,124.330002,122.110001,124.199997,118.250427,4135894,0.010331058325876429
2020-11-27,124.199997,125.313004,123.910004,124.349998,118.393242,2091186,0.0012077375493012546
2020-11-30,124.099998,125.000000,123.089996,123.519997,117.602997,5987991,-0.004673658415369159
2020-12-01,123.900002,125.830002,123.080002,123.160004,117.260246,5312057,-0.005972542276472279
2020-12-02,122.849998,124.639999,122.410004,124.620003,118.650307,3690737,0.014407855342415208
2020-12-03,124.160004,124.860001,123.290001,123.610001,117.688698,4548161,-0.004429792060895905
2020-12-04,123.970001,127.379997,123.639999,127.199997,121.106720,5522760,0.026054658174924108
2020-12-07,126.489998,126.970001,124.570000,124.699997,118.726479,8318500,-0.014151324439107065
2020-12-08,125.32,126.330002,124.639999,125.709999,119.688087,5395024,0.003112025215448477
2020-12-09,125.800003,127.690002,125.699997,126.790001,120.716354,6513517,0.00786961825430163
2020-12-10,126.349998,126.930000,124.940002,124.959999,118.974014,4803172,-0.01100117943808755
2020-12-11,124.080002,125.510002,123.610001,124.269997,118.317062,4481416,0.0015312298270273269
2020-12-14,125.32,126.243500,123.470001,123.529999,117.612518,5050023,-0.014283442387487948
2020-12-15,124.389999,125.930000,123.440002,125.93,119.897560,4359601,0.01238042457094966
2020-12-16,125.93,126.572800,125.286003,125.550003,119.535759,4530096,-0.0030175256094656
2020-12-17,126.080002,126.089996,124.910004,125.550003,119.535759,3787962,-0.004203672204890903
2020-12-18,125.589996,126.400002,124.970001,125.849998,119.821381,7552845,0.0020702445121504745
2020-12-21,123.970001,124.180000,121.720001,123.389999,117.479225,6115671,-0.004678567357598015
2020-12-22,123.309998,124.220001,122.410004,123.610001,117.688698,4337757,0.002432917077818814
2020-12-23,123.879997,125.209999,123.739998,123.900002,117.964798,2693889,0.0001614869267392508
2020-12-24,125.0,125.099998,124.209999,124.690002,118.716957,1761122,-0.002479983999999945
2020-12-28,125.099998,126.599998,124.459999,124.82,118.840721,3615222,-0.002238193481026324
2020-12-29,125.349998,125.480003,123.239998,123.800003,117.869591,3487007,-0.01236533725353546
2020-12-30,123.800003,124.849998,123.629997,124.339996,118.383720,3380494,0.004361817341797605
2020-12-31,124.220001,126.029999,123.989998,125.879997,119.849937,3574696,0.013363355229726707
2021-01-04,125.849998,125.917397,123.040001,123.940002,118.002884,5179161,-0.015176766232447556
2021-01-05,125.010002,126.680000,124.610001,126.139999,120.097496,6114619,0.009039252715154768
2021-01-06,126.900002,131.880005,126.720001,129.289993,123.096588,7956740,0.018833656125553166
2021-01-07,130.039993,130.460007,128.259995,128.990005,122.810974,4507382,-0.008074346789606588
2021-01-08,128.570007,129.320007,126.980003,128.529999,122.373001,4676487,-0.00031117677391119894
2021-01-11,127.949997,129.675003,127.660004,128.580002,122.420616,5602466,0.00492383755194626
2021-01-12,129.089996,129.850006,127.940002,129.210007,123.020439,3749213,0.000929669251829373
2021-01-13,129.149994,129.750000,126.455002,126.919998,120.840126,7677739,-0.017266713926444206
2021-01-14,128.020004,130.160004,127.550003,128.970001,122.791924,7503180,0.007420691847502178
2021-01-15,128.279999,129.240005,127.669998,128.389999,122.239716,4905506,0.0008574992271397291
2021-01-19,129.279999,129.589996,128.088501,129.020004,122.839539,5397956,-0.002011099953674996
2021-01-20,129.699997,131.059998,128.559998,130.080002,123.848763,5598705,0.002929876706165315
2021-01-21,130.119995,132.240005,130.050003,131.649994,125.343536,12819233,0.011758369649491639
2021-01-22,120.699997,120.699997,117.360001,118.610001,112.928207,38063533,-0.017315625948192852
2021-01-25,118.762398,119.538002,117.449997,118.580002,112.899651,13686391,-0.0015358059711796264
2021-01-26,119.18,122.589996,118.419998,122.489998,116.622330,10694708,0.027773099513341105
2021-01-27,122.080002,124.790001,121.621399,122.470001,116.603294,12146541,0.0031946182307566076
2021-01-28,122.800003,123.199997,120.070000,120.080002,114.327789,8084051,-0.022149844735753065
2021-01-29,120.220001,121.300003,118.900002,119.110001,113.404251,11825496,-0.009233072623248436
2021-02-01,119.900002,120.949997,118.730003,120.540001,114.765755,6250508,0.0053377730552498495
2021-02-02,119.360001,121.000000,119.279999,119.440002,113.718445,6341883,0.0006702496592640778
2021-02-03,119.040001,119.800003,118.120003,119.120003,113.413773,6715366,0.0006720598061822366
2021-02-04,119.910004,121.099998,118.870003,121.019997,115.222755,4562124,0.00925688402111973
2021-02-05,121.0,121.809998,120.519997,121.790001,115.955872,4565727,0.006528933884297552
2021-02-08,122.620003,123.976700,122.400002,123.610001,117.688698,5887999,0.008073707191150534
2021-02-09,121.900002,122.595299,121.050003,122.099998,117.804459,4717014,0.0016406562487176885
2021-02-10,123.029999,123.410004,121.213799,122.239998,117.939537,4866765,-0.006421206262059742
2021-02-11,122.0,122.205002,120.629997,120.910004,116.656326,5381556,-0.008934393442622946
2021-02-12,121.0,121.360001,120.089996,120.800003,116.550201,3871195,-0.00165286776859501
2021-02-16,120.150002,120.599998,119.360001,120.07,115.845879,6639790,-0.0006658510084752846
2021-02-17,119.269997,120.559998,119.019997,119.970001,115.749405,3975906,0.005869070324534281
2021-02-18,120.5,120.940002,119.699997,120.730003,116.482666,5399145,0.0019087385892115885
2021-02-19,120.75,120.760002,118.379997,118.989998,114.803871,6578741,-0.014575585921325053
2021-02-22,118.5,121.125000,118.440002,120.860001,116.608093,5879249,0.01991562025316453
2021-02-23,120.919998,121.349998,119.800003,120.709999,116.463371,4531464,-0.0017366771706364937
2021-02-24,120.800003,123.489998,120.519997,123.209999,118.875420,5819983,0.019950297517790563
2021-02-25,123.370003,124.349998,122.334999,122.470001,118.161453,5691830,-0.007295144509318044
2021-02-26,122.25,122.250000,118.879997,118.93,114.745987,9050990,-0.02715746421267888
2021-03-01,120.349998,122.320000,119.864899,120.739998,116.492317,5715767,0.003240548454350623
2021-03-02,120.739998,121.900002,120.260002,120.330002,116.096741,4524299,-0.003395693281359891
2021-03-03,120.5,122.634003,119.980003,122.360001,118.055328,7404269,0.015435692946058066
2021-03-04,122.0,123.220001,118.754997,120.110001,115.884476,8068492,-0.015491795081967238
2021-03-05,120.639999,123.750000,120.250000,122.830002,118.508789,6949265,0.018153208041720808
2021-03-08,122.989998,126.849998,122.879997,124.809998,120.419128,7239191,0.014797951293567735
2021-03-09,125.400002,126.430000,124.160004,124.18,119.811287,5609029,-0.00972888341740213
2021-03-10,125.050003,128.240005,124.610001,127.870003,123.371475,7247807,0.022550979067149587
2021-03-11,128.089996,128.639999,126.779999,127.139999,122.667160,5146937,-0.00741663697139947
2021-03-12,127.190002,127.680000,126.610001,127.610001,123.120621,4010100,0.003302138480978953
2021-03-15,127.769997,128.750000,127.540100,128.580002,124.056503,3421281,0.006339555600052208
2021-03-16,128.279999,128.520004,127.339996,128.240005,123.728462,4653178,-0.00031177112809306455
2021-03-17,128.460007,129.490005,127.489998,129.029999,124.490662,4291351,0.004437116370389217
2021-03-18,128.940002,130.994995,127.790001,130.059998,125.484428,5835669,0.008686179483695175
2021-03-19,130.020004,130.440002,128.529999,128.899994,124.365242,9844983,-0.00861413602171561
2021-03-22,128.5,130.720001,127.889999,130.550003,125.957191,4164914,0.01595333073929964
2021-03-23,130.440002,131.559998,129.800003,130.460007,125.870369,4356359,0.0001533655296938558
2021-03-24,130.949997,132.110001,130.570007,130.619995,126.024719,4005027,-0.0025200611497532715
2021-03-25,130.330002,133.240005,129.770004,133.070007,128.388550,5553966,0.02102359363118859
2021-03-26,133.289993,136.479996,133.119995,136.380005,131.582092,5567592,0.02318262557039823
2021-03-29,135.979996,137.070007,135.509995,135.860001,131.080399,4622664,-0.0008824459738915476
2021-03-30,135.860001,136.270004,134.020004,134.720001,129.980499,4790366,-0.008390990663985161
2021-03-31,134.539993,134.710007,132.710007,133.259995,128.571854,4945315,-0.009513884841661959
2021-04-01,133.759995,133.929993,132.270004,133.229996,128.542908,4074161,-0.003962313246198937
2021-04-05,133.639999,136.690002,133.399994,135.929993,131.147903,5471616,0.017135543378745517
2021-04-06,135.580002,135.639999,134.089996,134.220001,129.498077,3620964,-0.010030985248104739
2021-04-07,133.839996,134.940002,133.779999,134.929993,130.183090,2976136,0.008144030428691752
2021-04-08,134.570007,135.629898,134.160004,135.119995,130.366409,4087228,0.0040870028341455375
2021-04-09,134.869995,135.740005,134.710007,135.729996,130.954956,3023916,0.00637651836496332
2021-04-12,135.020004,135.369995,133.850006,134.589996,129.855057,3753959,-0.0031847725319278366
2021-04-13,133.0,133.619995,130.380005,131.179993,126.565025,8033530,-0.013684263157894767
2021-04-14,131.304993,132.779999,130.520004,132.630005,127.964012,5868049,0.010091101409982295
2021-04-15,133.279999,133.869995,132.220001,132.580002,127.915771,3883955,-0.005252078370738855
